"artistName","msPlayed","genre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature"
"alec benjamin",415074,"Alternative",0.507,0.387,10,-6.237,1,0.0324,0.909,0,0.113,0.485,102.987,207538,4
"other",181202,"Chamber Pop",0.631,0.625,0,-10.73,1,0.0374,0.134,0.0196,0.117,0.305,155.987,181400,4
"other",2654347,"Rap",0.896,0.586,10,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971,196653,4
"other",9749,"Rock",0.439,0.488,11,-14.464,1,0.0615,0.702,0.000339,0.16,0.629,93.017,308520,4
"high school musical cast",260541,"Pop",0.706,0.915,1,-3.169,1,0.0535,0.00742,1.1e-06,0.0343,0.872,114.992,224667,4
"other",214760,"Boy Band",0.689,0.87,5,-4.609,0,0.121,0.0415,0,0.172,0.489,115.018,209973,4
"other",48536924,"Other",0.518,0.12,11,-13.861,1,0.0398,0.831,0,0.117,0.287,131.673,255625,4
"other",102373,"Other",0.303,0.00338,4,-30.932,0,0.0493,0.909,0.89,0.116,0.347,50.96,102373,4
"other",150249,"Complextro",0.52,0.825,7,-2.171,0,0.046,0.00162,0,0.711,0.264,125.011,233987,4
"conan gray",3534073,"Pop",0.489,0.413,0,-6.499,1,0.0314,0.59,0,0.0639,0.246,136.116,231920,4
"uttam singh",194168,"Bollywood",0.572,0.551,1,-16.091,1,0.0823,0.00689,0.695,0.117,0.729,122.446,194168,4
"skrillex",169035,"Brostep",0.616,0.946,1,-2.876,1,0.0687,0.00075,0.0777,0.355,0.322,127.992,292907,4
"daya",7911363,"Pop",0.655,0.727,1,-5.478,0,0.046,0.231,0,0.173,0.56,113.011,210489,4
"other",100957,"Other",0.323,0.117,0,-18.68,0,0.0349,0.964,0.495,0.079,0.13,180.082,101160,3
"other",178640,"Alternative",0.332,0.234,10,-11.823,1,0.0277,0.793,0.00375,0.187,0.256,93.992,178640,3
"other",9130,"Ambient",0.688,0.761,4,-9.097,0,0.0396,0.431,0.847,0.0849,0.744,99.999,261467,4
"other",80520,"Rock",0.529,0.843,6,-6.908,0,0.0616,0.0628,0.000827,0.0608,0.188,117.662,310333,4
"astrid s",113940,"Alternative",0.538,0.541,7,-8.304,1,0.16,0.39,0,0.103,0.183,159.419,188650,4
"other",204516,"Chamber Pop",0.319,0.757,0,-6.117,0,0.0432,0.016,0,0.102,0.101,122.465,322173,4
"other",30091,"Other",0.754,0.909,6,-3.323,0,0.23,0.138,0,0.281,0.591,126.994,220079,4
"calvin harris",322746,"Edm",0.617,0.887,9,-4.894,1,0.0317,0.00595,0.000332,0.353,0.86,127.923,315067,4
"other",227266,"Indie",0.491,0.48,2,-3.568,0,0.0287,0.0866,3.2e-05,0.382,0.552,92.919,227267,4
"other",1941934,"Hollywood",0.417,0.824,11,-7.36,0,0.105,0.000239,0.0545,0.0725,0.4,157.92,302147,4
"ewan j phillips",199620,"British Singer-Songwriter",0.502,0.433,7,-9.425,1,0.11,0.596,0,0.096,0.545,175.726,199621,4
"other",3130,"Other",0.299,0.905,6,-3.638,1,0.156,0.000272,0,0.376,0.616,163.368,201697,4
"the weeknd",1453392,"Canadian Contemporary R&b",0.585,0.564,0,-7.063,0,0.0515,0.0671,0,0.135,0.137,113.003,242253,4
"a.r. rahman",135331,"Filmi",0.721,0.65,0,-6.95,0,0.135,0.0115,0.00014,0.34,0.392,130.487,179658,5
"twenty one pilots",194,"Rock",0.53,0.816,9,-6.149,1,0.0503,0.0105,0.00061,0.379,0.371,87.019,265373,4
"other",3054091,"Australian Dance",0.667,0.747,9,-6.665,0,0.122,0.0333,0.00112,0.362,0.59,75.028,209583,4
"other",11449,"Other",0.401,0.624,9,-9.366,1,0.0334,0.0529,2.5e-05,0.265,0.467,126.828,227080,4
"other",145795,"Alternative Rock",0.639,0.776,9,-4.61,1,0.0829,0.0731,1.97e-06,0.18,0.267,160.101,145801,4
"other",2782652,"Alternative Rock",0.59,0.85,1,-5.402,0,0.0575,0.0152,6.79e-06,0.0898,0.235,79.944,183000,4
"other",1291425,"Pop",0.632,0.668,6,-6.196,1,0.0514,0.078,0.111,0.0863,0.716,108.997,206373,4
"other",443054,"Pop",0.658,0.441,11,-10.008,0,0.0436,0.681,0.241,0.109,0.354,129.599,221648,4
"other",1986,"Edm",0.794,0.711,8,-5.124,0,0.0699,0.3,0,0.0955,0.955,174.915,189109,4
"other",278394,"R&b",0.606,0.519,4,-7.246,0,0.0276,0.598,0,0.287,0.331,76.014,278395,4
"other",12096067,"Other",0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,216320,4
"other",605808,"Other",0.678,0.874,1,-4.775,1,0.0667,0.001,0.223,0.339,0.354,125.022,145884,4
"mark ambor",271360,"Pop",0.677,0.821,4,-3.858,1,0.0611,0.144,0,0.125,0.804,104.87,135680,4
"low roar",61471,"Icelandic Indie",0.432,0.33,11,-16.483,0,0.0434,0.822,0.293,0.152,0.17,135.034,337660,4
"nirvana",5973,"Rock",0.483,0.753,1,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,261093,4
"andré rieu",366776,"Easy Listening",0.204,0.319,7,-14.384,1,0.0387,0.828,0.588,0.34,0.138,86.365,183480,4
"other",28630,"Complextro",0.753,0.657,7,-3.061,1,0.0449,0.171,0,0.112,0.437,107.01,184732,4
"the neighbourhood",295167,"Alternative Rock",0.627,0.685,10,-6.871,1,0.0272,0.0534,0.756,0.096,0.552,96.989,214693,4
"other",5146,"Big Room",0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,164819,4
"other",5864299,"Indie",0.545,0.366,2,-9.51,1,0.0378,0.969,0.267,0.641,0.1,86.997,208212,3
"other",370220,"Edm",0.527,0.835,6,-5.298,1,0.0433,0.0166,0,0.249,0.654,125.983,176658,4
"pyotr ilyich tchaikovsky",3761076,"Classical",0.617,0.211,4,-20.508,0,0.0397,0.973,0.884,0.115,0.65,75.962,143840,4
"other",66906,"Other",0.578,0.323,10,-16.36,1,0.0334,0.977,0.884,0.104,0.964,123.852,67107,4
"sasha alex sloan",702327,"Alternative",0.682,0.26,4,-11.008,0,0.0495,0.745,0,0.137,0.0502,138.034,213959,4
"other",291040,"Other",0.661,0.421,4,-8.526,1,0.0283,0.246,0.779,0.1,0.1,120.059,291040,4
"lauv",364000,"Pop",0.396,0.375,7,-6.625,1,0.0342,0.836,0,0.287,0.406,90.158,182000,4
"other",410334,"Hollywood",0.638,0.795,0,-8.45,1,0.302,0.00433,0.00139,0.153,0.31,153.99,214373,4
"other",250995,"Metropopolis",0.367,0.255,6,-8.187,0,0.033,0.92,2.38e-05,0.0944,0.196,136.876,252485,4
"twenty one pilots",657,"Rock",0.785,0.623,11,-6.923,1,0.0403,0.0505,0.125,0.0539,0.711,100.991,216759,4
"other",212396,"Other",0.476,0.253,0,-7.511,1,0.0298,0.917,0,0.113,0.218,86.633,212397,4
"other",197506,"Hip Hop",0.433,0.443,1,-10.568,0,0.0361,0.0922,0.000293,0.117,0.0363,79.903,185851,3
"other",2382194,"Other",0.3,0.297,7,-14.937,0,0.037,0.924,0.925,0.314,0.279,139.855,456000,4
"other",0,"Australian Dance",0.273,0.896,1,-4.705,1,0.0913,0.000841,0.351,0.305,0.0632,137.992,190870,4
"kato",54236,"Lo-Fi",0.573,0.469,4,-7.817,0,0.0246,0.398,0.903,0.268,0.0995,109.983,108547,4
"kato",63491,"Lo-Fi",0.63,0.00728,5,-29.489,0,0.0484,0.993,0.973,0.145,0.482,142.176,63647,3
"eminem",3877282,"Detroit Hip Hop",0.949,0.661,5,-4.244,0,0.0572,0.0302,0,0.0454,0.76,104.504,284200,4
"hiroyuki sawano",49289,"Other",0.552,0.804,11,-7.233,0,0.0968,0.00486,2.75e-05,0.414,0.543,127.039,267120,4
"other",270960,"Rock",0.471,0.484,9,-9.414,0,0.0317,0.925,0.499,0.0987,0.236,74.982,270947,4
"other",126306,"Video Game Music",0.62,0.555,1,-14.984,0,0.0726,0.0781,0.878,0.303,0.0619,179.979,126307,3
"nf",953726,"Hip Hop",0.789,0.789,2,-4.813,1,0.298,0.598,0,0.099,0.37,119.95,248053,4
"other",194737,"Other",0.393,0.567,2,-8.545,0,0.0319,0.00112,0.841,0.204,0.114,76.025,152507,4
"the neighbourhood",429239,"Alternative Rock",0.627,0.685,10,-6.871,1,0.0272,0.0534,0.756,0.096,0.552,96.989,214693,4
"other",60834,"Other",0.72,0.383,0,-10.361,1,0.0314,0.808,0,0.0917,0.408,94.047,204708,4
"other",119733,"Other",0.502,0.178,0,-17.491,1,0.0336,0.909,0.000541,0.0925,0.316,90.585,119733,4
"lauv",925888,"Pop",0.601,0.126,9,-9.403,1,0.0379,0.913,1.05e-06,0.148,0.348,119.916,229029,4
"other",246330,"Edm",0.756,0.77,1,-3.502,1,0.0343,0.191,0,0.178,0.73,119.961,246467,4
"other",162095,"Alternative Rock",0.487,0.935,8,-4.278,1,0.233,0.0105,0.000256,0.203,0.397,165.013,199959,4
"jordy chandra",149797,"Lo-Fi",0.613,0.299,7,-11.921,1,0.0367,0.713,0.943,0.132,0.0946,120.025,150000,4
"other",6670,"Rock",0.241,0.295,4,-8.57,1,0.0318,0.223,0.0319,0.11,0.0398,114.347,326533,5
"other",193284,"Modern Alternative Pop",0.604,0.601,0,-6.213,1,0.046,0.335,0,0.105,0.572,141.011,193284,4
"other",15967,"Video Game Music",0.474,0.838,4,-9.744,0,0.102,0.017,0.683,0.106,0.133,94.507,253693,3
"other",374240,"Metropopolis",0.689,0.786,2,-5.133,1,0.039,0.208,0.0319,0.161,0.415,119.996,373267,4
"other",988858,"Other",0.623,0.579,1,-6.094,0,0.0289,0.446,0,0.108,0.15,114.017,206316,4
"other",130848,"Other",0.652,0.705,4,-6.84,1,0.0314,0.596,0.00717,0.514,0.861,140.044,219363,4
"other",708532,"Indie",0.247,0.19,9,-12.596,0,0.0379,0.586,0.000877,0.0568,0.0393,126.77,354267,4
"other",163865,"Lo-Fi",0.585,0.141,4,-18.531,0,0.0444,0.955,0.924,0.121,0.155,159.915,164250,4
"charlie puth",1918753,"Pop",0.755,0.769,10,-5.658,0,0.186,0.314,2.38e-06,0.0628,0.642,114.966,186080,4
"other",1441400,"Chill Pop",0.533,0.5,7,-8.273,1,0.0481,0.772,0,0.112,0.14,99.77,178143,4
"other",11020,"Edm",0.466,0.659,2,-6.077,1,0.115,0.00282,0,0.273,0.36,186.169,187787,4
"other",162717,"Lo-Fi",0.543,0.206,6,-18.037,1,0.0319,0.94,0.453,0.385,0.13,113.107,162727,3
"alec benjamin",3239229,"Alternative",0.872,0.52,0,-6.928,1,0.0618,0.715,0,0.0982,0.736,131.918,183243,4
"other",586116,"Phonk",0.698,0.881,8,-4.697,0,0.621,0.048,0.612,0.409,0.242,105.011,195762,4
"curtis schweitzer",131933,"Indie",0.156,0.0235,9,-28.491,0,0.0432,0.96,0.082,0.0936,0.0276,61.625,131933,4
"other",278530,"Other",0.239,0.125,0,-25.418,1,0.0448,0.989,0.896,0.101,0.209,134.015,139307,4
"pj harvey",241493,"Rock",0.66,0.658,11,-10.877,0,0.0308,0.139,0.738,0.0717,0.69,110.039,241493,4
"other",498903,"Lo-Fi",0.332,0.129,9,-21.585,1,0.0533,0.934,0.903,0.111,0.0414,69.016,166301,4
"hans zimmer",834787,"Classical",0.14,0.0532,0,-28.662,1,0.0393,0.563,0.889,0.0748,0.021,95.78,90569,4
"other",1238,"Other",0.555,0.35,10,-10.955,0,0.0503,0.791,6.64e-06,0.11,0.404,77.772,209813,4
"other",217055,"Other",0.209,0.167,4,-16.94,1,0.0373,0.97,0.928,0.156,0.0357,80.843,217056,1
"radwimps",1027965,"Japanese Pop",0.207,0.00948,11,-27.988,0,0.0404,0.867,0.868,0.0928,0.0378,68.313,93813,5
"christine and the queens",256053,"Alternative",0.798,0.56,1,-6.574,1,0.0469,0.317,0.000292,0.133,0.571,106.971,256053,4
"alice in chains",164683,"Alternative Rock",0.159,0.946,9,-5.756,1,0.0629,0.0235,8.06e-06,0.387,0.309,165.014,149467,1
"other",135115,"Other",0.815,0.658,2,-7.811,1,0.0464,0.557,0.322,0.114,0.871,114.326,135116,4
"radwimps",17200,"Japanese Pop",0.468,0.247,9,-10.09,1,0.0356,0.76,0.938,0.101,0.218,92.034,41733,4
"radwimps",2629358,"Japanese Pop",0.615,0.152,0,-17.208,1,0.0583,0.987,0.906,0.111,0.251,123.701,246147,4
"radwimps",1362094,"Japanese Pop",0.817,0.162,5,-14.5,1,0.0484,0.692,0.971,0.127,0.306,83.011,127107,4
"jeremy zucker",485758,"Alternative",0.657,0.757,4,-6.196,1,0.032,0.0307,4.93e-06,0.098,0.906,139.958,154013,4
"conro",558236,"Canadian Electronic",0.745,0.6,1,-8.863,1,0.118,0.0162,0.00271,0.0628,0.921,99.975,186150,4
"lauv",4986597,"Pop",0.755,0.625,2,-7.114,1,0.0897,0.49,0,0.157,0.374,147.022,174861,4
"other",3208617,"Pop Dance",0.653,0.809,0,-4.057,1,0.0474,0.194,0,0.165,0.55,92.213,210773,4
"other",9490,"Other",0.157,0.262,1,-19.304,1,0.0393,0.753,0.955,0.0866,0.0384,100.031,294979,3
"other",216890,"Indie",0.652,0.692,6,-6.87,1,0.0653,0.119,8.73e-06,0.109,0.131,161.937,217102,4
"other",198089,"East Coast Hip Hop",0.821,0.463,7,-7.031,1,0.0942,0.149,0.0213,0.15,0.391,103.727,198089,4
"nf",197264,"Hip Hop",0.57,0.531,1,-5.82,1,0.293,0.26,0.000304,0.0922,0.557,109.787,192120,5
"other",6614394,"Folk",0.684,0.173,5,-13.535,1,0.0595,0.846,0,0.162,0.358,137.742,184065,4
"other",828909,"Other",0.547,0.487,7,-9.023,0,0.0502,0.165,2.1e-05,0.272,0.226,144.917,168843,4
"other",115700,"Other",0.67,0.711,9,-7.786,1,0.0563,0.536,0.00149,0.242,0.509,163.998,190947,4
"ed sheeran",29311,"Pop",0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,281560,4
"other",3142149,"Australian Pop",0.605,0.377,11,-6.213,1,0.0443,0.733,0,0.0808,0.519,73.877,194853,4
"childish gambino",3116282,"Hip Hop",0.854,0.463,5,-6.159,1,0.137,0.117,0,0.354,0.549,120.024,225773,4
"pj harvey",226666,"Rock",0.59,0.685,0,-5.216,1,0.0282,6.58e-05,3.08e-05,0.165,0.425,112.411,226667,4
"other",234706,"Other",0.284,0.704,2,-7.276,1,0.186,0.00583,0.000115,0.0424,0.1,191.702,234707,4
"calvin harris",222160,"Edm",0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,222160,4
"hans zimmer",356450,"Classical",0.145,0.174,7,-19.155,1,0.0396,0.516,0.633,0.0784,0.132,100.089,175400,3
"vampire weekend",268600,"Classical",0.62,0.712,9,-6.434,1,0.1,0.228,3.39e-06,0.0561,0.83,170.234,268600,4
"pj harvey",235840,"Rock",0.541,0.572,0,-9.634,1,0.0277,0.0266,0.186,0.0925,0.406,126.302,235840,4
"other",76360841,"Edm",0.736,0.449,10,-7.956,0,0.0633,0.506,6.63e-05,0.117,0.487,147.971,202280,4
"odesza",171785,"Edm",0.671,0.666,6,-9.968,0,0.0284,0.0036,0.339,0.226,0.126,123.994,309663,4
"other",212737,"Other",0.667,0.761,2,-9.049,1,0.153,0.00254,0.000793,0.0787,0.158,176.903,135760,3
"other",2960300,"Other",0.593,0.352,4,-8.296,1,0.0284,0.695,2.22e-05,0.3,0.226,119.988,220750,3
"other",167658,"Other",0.495,0.406,9,-6.657,1,0.0264,0.687,0.000184,0.32,0.286,157.881,167658,3
"sasha alex sloan",1215632,"Alternative",0.685,0.464,7,-9.931,1,0.0579,0.138,3.97e-05,0.111,0.0559,90.011,185713,4
"nodisco.",1231570,"Hopebeat",0.693,0.683,11,-6.368,1,0.0347,0.00375,0.00039,0.347,0.572,140.042,239267,4
"other",140596,"Other",0.657,0.44,1,-9.227,0,0.0522,0.755,7.07e-05,0.22,0.644,91.96,232258,4
"the kid laroi",4853916,"Australian Hip Hop",0.376,0.657,7,-4.658,1,0.0768,0.0858,0,0.0884,0.203,80.565,164782,4
"charlie puth",1446126,"Pop",0.562,0.383,4,-8.54,1,0.0356,0.762,0,0.0775,0.225,119.113,206453,3
"other",9218,"Other",0.851,0.424,6,-9.307,1,0.0463,0.383,0,0.0843,0.591,94.927,113684,4
"other",949083,"Other",0.79,0.73,0,-4.98,1,0.0926,0.0586,0,0.0878,0.513,93.985,188936,4
"other",1010802,"Edm",0.67,0.896,1,-4.673,1,0.058,0.0342,3.21e-05,0.344,0.403,101.216,160000,3
"other",11400,"Australian Rock",0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,292880,4
"other",212258,"Edm",0.755,0.837,2,-2.718,0,0.142,0.0991,0,0.289,0.714,120.028,199693,4
"clean bandit",863549,"Pop",0.779,0.705,0,-3.895,1,0.0344,0.369,7.91e-06,0.124,0.946,101.022,178374,4
"hans zimmer",4492405,"Classical",0.261,0.231,9,-15.826,0,0.0388,0.271,0.9,0.239,0.0396,119.89,498852,4
"other",218295,"Edm",0.608,0.845,6,-2.292,1,0.0597,0.136,0,0.111,0.322,98.976,218240,4
"mokita",2249949,"Chill Pop",0.766,0.394,0,-7.451,1,0.0637,0.0582,0.00523,0.279,0.816,160.079,126700,4
"other",34209,"Mellow",0.807,0.563,3,-8.996,1,0.0287,0.242,0.00322,0.0488,0.925,112.985,219227,4
"other",3892548,"Alternative",0.346,0.501,2,-6.939,1,0.0364,0.421,0,0.0657,0.299,99.855,222927,4
"jonas blue",188571,"Pop",0.522,0.918,1,-6.391,0,0.0416,0.00644,0.0023,0.163,0.251,126.053,188571,4
"nf",479582,"Hip Hop",0.677,0.688,0,-4.058,0,0.0633,0.138,0,0.114,0.198,98.049,240429,4
"nf",15542,"Hip Hop",0.665,0.703,8,-3.885,1,0.07,0.128,0,0.115,0.257,97.968,230611,4
"lauv",190,"Pop",0.683,0.598,6,-5.322,1,0.188,0.0103,9.84e-05,0.251,0.478,107.971,147253,4
"other",213332,"Other",0.465,0.0871,11,-18.775,1,0.0406,0.906,0.93,0.112,0.189,72.034,106667,4
"other",252000,"Other",0.628,0.563,2,-8.207,1,0.0702,0.533,0,0.111,0.35,79.969,252000,4
"chromatics",283000,"Dance",0.742,0.623,10,-8.23,1,0.0581,0.00265,0.376,0.0692,0.902,103.101,283000,4
"nico collins",581993,"Other",0.445,0.924,6,-3.638,0,0.171,0.121,0,0.0588,0.744,173.884,177494,4
"stephen",7016723,"Other",0.324,0.0158,2,-27.879,1,0.0619,0.986,0.96,0.0947,0.166,67.395,159201,4
"other",286027,"Alternative",0.678,0.692,0,-7.376,1,0.0293,0.0244,0.512,0.206,0.727,106.999,286028,4
"other",239950,"Other",0.57,0.618,7,-9.621,0,0.0287,0.0966,0.0802,0.247,0.589,127.02,240995,4
"other",932700,"Other",0.722,0.564,4,-5.763,1,0.112,0.636,2.47e-06,0.331,0.643,152.064,153492,4
"other",1231789,"Big Room",0.604,0.788,0,-3.673,0,0.103,0.0678,0.153,0.127,0.301,126.06,245040,4
"hiroyuki sawano",2134,"Other",0.308,0.727,2,-10.961,1,0.0392,0.00196,0.852,0.13,0.0597,99.888,315360,4
"sonu nigam",5070,"Filmi",0.59,0.439,11,-11.853,0,0.0735,0.854,0,0.107,0.692,152.19,454200,4
"other",155450,"Other",0.356,0.324,6,-12.875,0,0.0472,0.671,0.0135,0.0999,0.186,122.09,228594,4
"other",4528732,"Rap",0.763,0.35,4,-11.464,0,0.0478,0.774,4e-06,0.258,0.429,140.101,156429,4
"jack ü",104748,"Edm",0.485,0.928,10,-3.451,0,0.445,0.134,2.92e-05,0.217,0.348,160.165,237000,4
"the neighbourhood",1187006,"Alternative Rock",0.413,0.474,5,-11.472,1,0.0328,0.0419,0.508,0.384,0.446,111.01,296813,4
"gerardo millán",417672,"Lo-Fi",0.649,0.0454,2,-19.552,1,0.0363,0.968,0.872,0.116,0.148,100.039,139225,4
"other",303788,"Lo-Fi",0.596,0.113,7,-21.071,1,0.0415,0.984,0.939,0.0841,0.455,128.058,151895,4
"other",1099390,"Australian Dance",0.56,0.742,7,-10.547,1,0.0387,0.0549,0.153,0.0948,0.675,105.975,198113,4
"other",3657474,"Pop",0.703,0.33,7,-13.49,1,0.0508,0.848,0.00122,0.072,0.413,115.009,226640,4
"other",26952,"Other",0.761,0.892,6,-5.354,1,0.133,0.178,4.19e-05,0.0712,0.935,127.04,255173,4
"hrvy",179073,"Pop",0.745,0.825,0,-5.413,1,0.0748,0.0697,0,0.168,0.744,99.98,177013,4
"other",18089,"Alternative",0.628,0.642,4,-6.264,0,0.182,0.594,0,0.221,0.568,132.101,231818,4
"marshmello",275099,"Brostep",0.516,0.805,1,-7.227,0,0.145,0.00716,3.43e-06,0.0588,0.346,149.982,275200,4
"enrique iglesias",1456771,"Edm",0.648,0.89,0,-3.982,0,0.0523,0.0294,3.58e-06,0.116,0.321,125.953,232213,4
"other",42995,"Other",0.629,0.931,1,-2.498,0,0.126,0.000684,0,0.0693,0.828,118.062,208507,4
"low roar",9102,"Icelandic Indie",0.293,0.575,2,-11.224,0,0.0551,0.147,0.603,0.111,0.0464,90.001,476960,4
"other",356690,"Chutney",0.692,0.875,8,-7.381,1,0.0571,0.545,5.78e-05,0.326,0.787,84.575,385853,4
"other",143947,"Other",0.73,0.558,5,-7.553,1,0.0853,0.755,0,0.362,0.27,98.97,156364,3
"other",219242,"Brostep",0.612,0.89,1,-5.582,1,0.0628,0.00151,0.868,0.0894,0.397,127.013,219242,4
"sasha alex sloan",49206551,"Alternative",0.515,0.27,10,-9.935,1,0.0357,0.842,0,0.114,0.234,120.483,208987,4
"other",177912,"Other",0.744,0.394,6,-9.656,1,0.0499,0.43,1.38e-05,0.346,0.233,126.005,177946,4
"other",167493,"Dance",0.769,0.836,2,-4.621,1,0.266,0.089,2.83e-06,0.369,0.916,131.989,167493,4
"other",215364,"Rap",0.755,0.615,4,-8.245,1,0.0454,0.00587,1.75e-06,0.109,0.039,105.955,215364,4
"other",1253224,"Other",0.349,0.621,8,-9.657,1,0.07,0.171,0.448,0.15,0.0616,119.906,237427,4
"ap dhillon",25012,"Hip Hop",0.802,0.737,9,-4.306,1,0.0432,0.309,0,0.0815,0.577,116.955,184103,4
"other",2705692,"Other",0.391,0.549,10,-5.506,1,0.11,0.731,0,0.0831,0.721,184.097,163696,3
"other",6631512,"Alternative",0.52,0.531,11,-7.63,1,0.0428,0.633,0,0.101,0.309,121.839,204878,4
"james arthur",417652,"Pop",0.311,0.485,6,-5.726,0,0.0365,0.701,0,0.0726,0.225,77.355,208827,4
"elley duhé",3041329,"Alternative",0.609,0.43,8,-8.242,1,0.0547,0.249,1.13e-06,0.0996,0.401,172.482,177507,3
"other",2144257,"Electropop",0.689,0.412,7,-7.523,0,0.0301,0.488,0.00016,0.0659,0.537,126.754,184060,4
"other",171066,"Indie",0.506,0.352,0,-6.934,1,0.0608,0.646,0,0.405,0.339,78.366,171067,4
"nf",102819,"Hip Hop",0.527,0.0861,5,-15.326,1,0.0301,0.92,0.000334,0.0988,0.225,103.582,247241,4
"other",194500,"Other",0.0786,0.0152,2,-30.165,1,0.0397,0.978,0.865,0.07,0.0599,177.472,199318,5
"other",160165,"Indie",0.691,0.595,8,-6.865,0,0.0377,0.0888,5.56e-05,0.0886,0.415,121.004,160165,4
"other",4756249,"Melodic Dubstep",0.345,0.471,4,-8.184,1,0.0579,0.681,3.09e-05,0.155,0.312,184.112,213125,4
"other",485970,"Bedroom Soul",0.586,0.269,0,-15.806,1,0.593,0.979,0.000524,0.813,0.649,135.992,119667,3
"major lazer",194215,"Edm",0.57,0.585,8,-7.041,1,0.251,0.128,0.000105,0.111,0.378,97.285,171987,4
"other",266181,"Chicago Rap",0.881,0.357,9,-9.657,1,0.0765,0.507,0,0.114,0.55,109.973,266182,4
"other",125501,"Shanty",0.761,0.734,2,-4.857,0,0.0387,0.849,0,0.293,0.939,110.942,117667,4
"other",185437,"Edm",0.762,0.863,0,-3.689,0,0.0561,0.015,0,0.125,0.965,106.012,185587,4
"other",22520,"Other",0.715,0.624,4,-3.046,0,0.114,0.11,0,0.123,0.412,158.087,173325,4
"other",2488294,"Pop Dance",0.478,0.802,7,-5.043,0,0.0454,0.0725,0,0.136,0.36,200,185119,4
"other",62787,"Other",0.782,0.834,1,-2.584,1,0.0704,0.364,0.313,0.122,0.54,169.925,112588,4
"other",547291,"Complextro",0.74,0.754,0,-7.262,0,0.0887,0.41,0.000102,0.137,0.198,124.003,189077,4
"skrillex",229108,"Brostep",0.423,0.943,0,-2.808,1,0.498,0.0227,0,0.0798,0.165,139.48,229213,4
"skrillex",0,"Brostep",0.446,0.975,2,-2.329,0,0.163,0.00719,0.289,0.214,0.178,139.93,322286,4
"dj snake",13010,"Edm",0.68,0.703,7,-3.36,0,0.0439,0.839,0.0218,0.0863,0.193,102.289,198405,4
"other",115879,"Lo-Fi",0.689,0.412,10,-16.194,0,0.0557,0.43,0.184,0.118,0.247,134.41,115879,4
"other",16908,"Modern Bollywood",0.311,0.538,2,-4.551,0,0.0263,0.573,0,0.113,0.165,137.177,272869,4
"kk",7556088,"Filmi",0.571,0.734,9,-6.059,0,0.0402,0.463,0.000691,0.128,0.552,118.881,389693,4
"kk",12812,"Filmi",0.576,0.591,0,-7.725,1,0.0332,0.795,6.85e-05,0.266,0.478,124.013,242864,4
"other",40360,"Filmi",0.609,0.278,11,-14.16,0,0.0358,0.82,0.000514,0.103,0.312,125.883,316013,4
"other",148778,"Other",0.7,0.82,9,-3.103,1,0.367,0.0631,1.69e-06,0.133,0.725,130.028,189276,4
"nico collins",191377,"Other",0.602,0.688,11,-3.715,0,0.055,0.151,0,0.158,0.724,138.105,191386,4
"other",350734,"Filmi",0.56,0.604,8,-8.732,1,0.0866,0.315,1.12e-06,0.176,0.75,84.784,281574,4
"other",1471345,"Filmi",0.644,0.423,11,-8.702,0,0.0324,0.464,0,0.11,0.509,131.903,279429,4
"pritam",508530,"Filmi",0.579,0.712,0,-6.119,0,0.0308,0.259,0.000253,0.18,0.486,80.998,313933,4
"pritam",402559,"Filmi",0.598,0.236,9,-9.733,1,0.0363,0.845,0,0.109,0.413,149.839,184827,4
"other",40760,"Filmi",0.356,0.47,5,-8.929,1,0.0278,0.518,1e-05,0.0807,0.167,93.895,316500,4
"kk",1224504,"Filmi",0.56,0.702,1,-9.343,0,0.0366,0.173,0,0.125,0.562,149.934,305500,4
"pritam",740870,"Filmi",0.271,0.726,7,-6.504,1,0.0527,0.586,0,0.353,0.532,87.425,277500,4
"a.r. rahman",304241,"Filmi",0.72,0.621,2,-9.773,1,0.0491,0.676,0,0.0679,0.566,114.987,304467,4
"other",5913895,"Rock",0.615,0.91,11,-4.248,1,0.0347,0.5,0.511,0.281,0.77,111.013,226333,4
"shankar-ehsaan-loy",349915,"Filmi",0.525,0.448,2,-10.365,0,0.0391,0.572,1.51e-05,0.107,0.356,81.131,347453,4
"other",21815,"Filmi",0.7,0.526,0,-6.246,1,0.0355,0.0981,0.471,0.102,0.774,92.015,261559,4
"sonu nigam",1800471,"Filmi",0.853,0.745,9,-8.636,0,0.109,0.0642,1.87e-06,0.0274,0.882,107.985,359253,4
"dj snake",2222,"Edm",0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,213733,4
"other",263,"Other",0.753,0.56,7,-8.015,1,0.0445,0.0103,0,0.109,0.223,136.01,281933,4
"other",197401,"Bossbeat",0.601,0.82,7,-5.19,1,0.0474,0.000257,0.000266,0.0825,0.735,144.979,197401,4
